feature_ratio_rows_compared,max_absolute_feature_ratio_difference,feature_ratio_mismatches_over_tolerance,constraint_ratio_rows_compared,max_absolute_constraint_ratio_difference,constraint_ratio_mismatches_over_tolerance,removed_count_rows_compared,removed_count_mismatches
1519,4.948697710505101e-7,1096,774,4.965831434944334e-7,297,1519,0
