input_file,output_file,original_features,simplified_features,feature_reduction_ratio,original_constraints,simplified_constraints,constraint_reduction_ratio,removed_core_features,removed_dead_features,removed_atomic_set_features,full_reduction
dataset_20/uvl/model_20120201_1444061231.uvl,dataset_20/uvl/model_20120201_1444061231.uvl,38,25,0.342105,11,26,-1.363636,10,0,3,FALSE
dataset_20/uvl/model_20120201_865979127.uvl,dataset_20/uvl/model_20120201_865979127.uvl,28,20,0.285714,17,27,-0.588235,6,0,2,FALSE
dataset_20/uvl/model_20120201_899753062.uvl,dataset_20/uvl/model_20120201_899753062.uvl,27,20,0.259259,17,35,-1.058824,5,0,2,FALSE
dataset_20/uvl/model_20120202_114979109.uvl,dataset_20/uvl/model_20120202_114979109.uvl,22,13,0.409091,5,14,-1.8,7,0,2,FALSE
dataset_20/uvl/model_20120202_1596034358.uvl,dataset_20/uvl/model_20120202_1596034358.uvl,10,6,0.4,1,2,-1,4,0,0,FALSE
dataset_20/uvl/model_20120205_24117969.uvl,dataset_20/uvl/model_20120205_24117969.uvl,34,16,0.529412,0,0,0,6,0,12,FALSE
dataset_20/uvl/model_20120229_1103715736.uvl,dataset_20/uvl/model_20120229_1103715736.uvl,14,11,0.214286,0,1,0,2,0,1,FALSE
dataset_20/uvl/model_20120314_1438691117.uvl,dataset_20/uvl/model_20120314_1438691117.uvl,13,1,0.923077,0,0,0,12,0,0,FALSE
dataset_20/uvl/model_20120328_1227899142.uvl,dataset_20/uvl/model_20120328_1227899142.uvl,21,15,0.285714,2,3,-0.5,4,0,2,FALSE
dataset_20/uvl/model_20120328_1309817018.uvl,dataset_20/uvl/model_20120328_1309817018.uvl,14,12,0.142857,0,8,0,2,0,0,FALSE
dataset_20/uvl/model_20120328_1357539597.uvl,dataset_20/uvl/model_20120328_1357539597.uvl,18,13,0.277778,1,1,0,4,0,1,FALSE
dataset_20/uvl/model_20120328_1373483522.uvl,dataset_20/uvl/model_20120328_1373483522.uvl,13,6,0.538462,2,1,0.5,5,0,2,TRUE
dataset_20/uvl/model_20120328_1412454948.uvl,dataset_20/uvl/model_20120328_1412454948.uvl,36,26,0.277778,0,6,0,9,0,1,FALSE
dataset_20/uvl/model_20120328_1667195252.uvl,dataset_20/uvl/model_20120328_1667195252.uvl,24,19,0.208333,1,1,0,5,0,0,FALSE
dataset_20/uvl/model_20120328_1814590478.uvl,dataset_20/uvl/model_20120328_1814590478.uvl,36,26,0.277778,0,6,0,9,0,1,FALSE
dataset_20/uvl/model_20120328_1974817485.uvl,dataset_20/uvl/model_20120328_1974817485.uvl,13,10,0.230769,0,21,0,2,0,1,FALSE
dataset_20/uvl/model_20120328_288933955.uvl,dataset_20/uvl/model_20120328_288933955.uvl,17,6,0.647059,3,1,0.666667,11,0,0,TRUE
dataset_20/uvl/model_20120328_361613983.uvl,dataset_20/uvl/model_20120328_361613983.uvl,16,9,0.4375,2,2,0,5,0,2,FALSE
dataset_20/uvl/model_20120328_523540818.uvl,dataset_20/uvl/model_20120328_523540818.uvl,10,8,0.2,0,0,0,1,0,1,FALSE
dataset_20/uvl/model_20120328_573707444.uvl,dataset_20/uvl/model_20120328_573707444.uvl,34,20,0.411765,1,16,-15,10,0,4,FALSE
dataset_20/uvl/model_20120328_593032745.uvl,dataset_20/uvl/model_20120328_593032745.uvl,19,8,0.578947,0,1,0,7,0,4,FALSE
dataset_20/uvl/model_20120328_663906927.uvl,dataset_20/uvl/model_20120328_663906927.uvl,28,15,0.464286,1,2,-1,9,0,4,FALSE
dataset_20/uvl/model_20120328_794090001.uvl,dataset_20/uvl/model_20120328_794090001.uvl,22,5,0.772727,0,1,0,16,0,1,FALSE
dataset_20/uvl/model_20120328_810464459.uvl,dataset_20/uvl/model_20120328_810464459.uvl,17,8,0.529412,0,0,0,6,0,3,FALSE
dataset_20/uvl/model_20120329_788560154.uvl,dataset_20/uvl/model_20120329_788560154.uvl,55,45,0.181818,0,53,0,6,0,4,FALSE
dataset_20/uvl/model_20120408_404695779.uvl,dataset_20/uvl/model_20120408_404695779.uvl,70,67,0.042857,1,23,-22,3,0,0,FALSE
dataset_20/uvl/model_20120411_196667302.uvl,dataset_20/uvl/model_20120411_196667302.uvl,26,16,0.384615,3,15,-4,8,0,2,FALSE
dataset_20/uvl/model_20120412_1314362396.uvl,dataset_20/uvl/model_20120412_1314362396.uvl,12,6,0.5,0,0,0,3,0,3,FALSE
dataset_20/uvl/model_20120418_828883554.uvl,dataset_20/uvl/model_20120418_828883554.uvl,52,35,0.326923,0,51,0,15,0,2,FALSE
dataset_20/uvl/model_20120419_1397354511.uvl,dataset_20/uvl/model_20120419_1397354511.uvl,20,14,0.3,2,6,-2,5,0,1,FALSE
dataset_20/uvl/model_20120422_1648870831.uvl,dataset_20/uvl/model_20120422_1648870831.uvl,14,8,0.428571,2,2,0,3,1,2,FALSE
dataset_20/uvl/model_20120422_2100930135.uvl,dataset_20/uvl/model_20120422_2100930135.uvl,25,15,0.4,4,3,0.25,8,0,2,TRUE
dataset_20/uvl/model_20120423_1196408273.uvl,dataset_20/uvl/model_20120423_1196408273.uvl,16,9,0.4375,0,4,0,4,0,3,FALSE
dataset_20/uvl/model_20120423_1625073325.uvl,dataset_20/uvl/model_20120423_1625073325.uvl,32,20,0.375,0,39,0,8,0,4,FALSE
dataset_20/uvl/model_20120424_1703152596.uvl,dataset_20/uvl/model_20120424_1703152596.uvl,59,30,0.491525,0,7,0,18,0,11,FALSE
dataset_20/uvl/model_20120425_1998125226.uvl,dataset_20/uvl/model_20120425_1998125226.uvl,71,48,0.323944,0,3,0,17,0,6,FALSE
dataset_20/uvl/model_20120510_220834497.uvl,dataset_20/uvl/model_20120510_220834497.uvl,53,32,0.396226,0,6,0,14,0,7,FALSE
dataset_20/uvl/model_20120512_712347860.uvl,dataset_20/uvl/model_20120512_712347860.uvl,13,7,0.461538,0,1,0,5,0,1,FALSE
dataset_20/uvl/model_20120513_373795895.uvl,dataset_20/uvl/model_20120513_373795895.uvl,14,7,0.5,0,1,0,6,0,1,FALSE
dataset_20/uvl/model_20120515_1862354569.uvl,dataset_20/uvl/model_20120515_1862354569.uvl,15,7,0.533333,1,1,0,7,0,1,FALSE
dataset_20/uvl/model_20120522_87989914.uvl,dataset_20/uvl/model_20120522_87989914.uvl,35,33,0.057143,20,103,-4.15,1,1,0,FALSE
dataset_20/uvl/model_20120528_1294065815.uvl,dataset_20/uvl/model_20120528_1294065815.uvl,13,8,0.384615,0,0,0,4,0,1,FALSE
dataset_20/uvl/model_20120529_2101702978.uvl,dataset_20/uvl/model_20120529_2101702978.uvl,35,27,0.228571,23,60,-1.608696,5,2,1,FALSE
dataset_20/uvl/model_20120531_2078087379.uvl,dataset_20/uvl/model_20120531_2078087379.uvl,17,6,0.647059,3,5,-0.666667,11,0,0,FALSE
dataset_20/uvl/model_20120609_84195762.uvl,dataset_20/uvl/model_20120609_84195762.uvl,26,11,0.576923,0,0,0,10,0,5,FALSE
dataset_20/uvl/model_20120627_1512389149.uvl,dataset_20/uvl/model_20120627_1512389149.uvl,11,6,0.454545,2,2,0,3,0,2,FALSE
dataset_20/uvl/model_20120701_1498696792.uvl,dataset_20/uvl/model_20120701_1498696792.uvl,11,11,0,0,0,0,0,0,0,FALSE
dataset_20/uvl/model_20120701_899073101.uvl,dataset_20/uvl/model_20120701_899073101.uvl,11,11,0,0,0,0,0,0,0,FALSE
dataset_20/uvl/model_20120705_77954373.uvl,dataset_20/uvl/model_20120705_77954373.uvl,22,17,0.227273,0,21,0,5,0,0,FALSE
dataset_20/uvl/model_20120710_919309758.uvl,dataset_20/uvl/model_20120710_919309758.uvl,19,17,0.105263,0,8,0,2,0,0,FALSE
dataset_20/uvl/model_20120717_770767926.uvl,dataset_20/uvl/model_20120717_770767926.uvl,11,8,0.272727,0,0,0,3,0,0,FALSE
dataset_20/uvl/model_20120718_813832704.uvl,dataset_20/uvl/model_20120718_813832704.uvl,11,5,0.545455,1,1,0,6,0,0,FALSE
dataset_20/uvl/model_20120722_2065280700.uvl,dataset_20/uvl/model_20120722_2065280700.uvl,13,13,0,1,1,0,0,0,0,FALSE
dataset_20/uvl/model_20120725_1460954667.uvl,dataset_20/uvl/model_20120725_1460954667.uvl,97,81,0.164948,1,2,-1,12,0,4,FALSE
dataset_20/uvl/model_20120728_275737618.uvl,dataset_20/uvl/model_20120728_275737618.uvl,14,12,0.142857,0,2,0,2,0,0,FALSE
dataset_20/uvl/model_20120731_787433291.uvl,dataset_20/uvl/model_20120731_787433291.uvl,43,31,0.27907,3,16,-4.333333,9,0,3,FALSE
dataset_20/uvl/model_20120801_1784537083.uvl,dataset_20/uvl/model_20120801_1784537083.uvl,12,7,0.416667,0,1,0,1,0,4,FALSE
dataset_20/uvl/model_20120806_904481092.uvl,dataset_20/uvl/model_20120806_904481092.uvl,17,10,0.411765,1,5,-4,3,0,4,FALSE
dataset_20/uvl/model_20120822_650185552.uvl,dataset_20/uvl/model_20120822_650185552.uvl,25,14,0.44,6,8,-0.333333,6,0,5,FALSE
dataset_20/uvl/model_20120823_304633016.uvl,dataset_20/uvl/model_20120823_304633016.uvl,16,14,0.125,7,5,0.285714,2,0,0,TRUE
dataset_20/uvl/model_20120824_761159432.uvl,dataset_20/uvl/model_20120824_761159432.uvl,23,12,0.478261,4,6,-0.5,6,0,5,FALSE
dataset_20/uvl/model_20120828_1516795545.uvl,dataset_20/uvl/model_20120828_1516795545.uvl,13,6,0.538462,0,1,0,3,0,4,FALSE
dataset_20/uvl/model_20120829_1418879889.uvl,dataset_20/uvl/model_20120829_1418879889.uvl,10,3,0.7,0,1,0,7,0,0,FALSE
dataset_20/uvl/model_20120829_191972511.uvl,dataset_20/uvl/model_20120829_191972511.uvl,168,116,0.309524,46,72,-0.565217,6,0,46,FALSE
dataset_20/uvl/model_20120829_28461699.uvl,dataset_20/uvl/model_20120829_28461699.uvl,11,8,0.272727,2,4,-1,3,0,0,FALSE
dataset_20/uvl/model_20120829_881090911.uvl,dataset_20/uvl/model_20120829_881090911.uvl,10,8,0.2,0,0,0,2,0,0,FALSE
dataset_20/uvl/model_20120902_865058601.uvl,dataset_20/uvl/model_20120902_865058601.uvl,19,13,0.315789,0,2,0,2,0,4,FALSE
dataset_20/uvl/model_20120904_1604580471.uvl,dataset_20/uvl/model_20120904_1604580471.uvl,13,8,0.384615,0,8,0,4,0,1,FALSE
dataset_20/uvl/model_20120905_104354355.uvl,dataset_20/uvl/model_20120905_104354355.uvl,13,5,0.615385,0,0,0,8,0,0,FALSE
dataset_20/uvl/model_20120909_341305614.uvl,dataset_20/uvl/model_20120909_341305614.uvl,32,24,0.25,2,5,-1.5,6,0,2,FALSE
dataset_20/uvl/model_20120915_487659597.uvl,dataset_20/uvl/model_20120915_487659597.uvl,20,14,0.3,1,7,-6,3,0,3,FALSE
dataset_20/uvl/model_20120920_383492576.uvl,dataset_20/uvl/model_20120920_383492576.uvl,11,5,0.545455,1,1,0,6,0,0,FALSE
dataset_20/uvl/model_20121015_1348696629.uvl,dataset_20/uvl/model_20121015_1348696629.uvl,10,4,0.6,1,1,0,3,0,3,FALSE
dataset_20/uvl/model_20121017_2007593800.uvl,dataset_20/uvl/model_20121017_2007593800.uvl,10,8,0.2,0,5,0,2,0,0,FALSE
dataset_20/uvl/model_20121018_1186774722.uvl,dataset_20/uvl/model_20121018_1186774722.uvl,16,10,0.375,0,1,0,3,0,3,FALSE
dataset_20/uvl/model_20121018_1495134161.uvl,dataset_20/uvl/model_20121018_1495134161.uvl,17,12,0.294118,0,5,0,3,0,2,FALSE
dataset_20/uvl/model_20121018_1550648286.uvl,dataset_20/uvl/model_20121018_1550648286.uvl,16,9,0.4375,0,1,0,4,0,3,FALSE
dataset_20/uvl/model_20121018_1578042435.uvl,dataset_20/uvl/model_20121018_1578042435.uvl,17,12,0.294118,0,6,0,3,0,2,FALSE
dataset_20/uvl/model_20121018_1639434192.uvl,dataset_20/uvl/model_20121018_1639434192.uvl,17,12,0.294118,0,5,0,3,0,2,FALSE
dataset_20/uvl/model_20121018_1701181193.uvl,dataset_20/uvl/model_20121018_1701181193.uvl,17,12,0.294118,0,5,0,3,0,2,FALSE
dataset_20/uvl/model_20121018_1875808662.uvl,dataset_20/uvl/model_20121018_1875808662.uvl,16,9,0.4375,0,1,0,4,0,3,FALSE
dataset_20/uvl/model_20121018_1970318852.uvl,dataset_20/uvl/model_20121018_1970318852.uvl,16,9,0.4375,0,1,0,4,0,3,FALSE
dataset_20/uvl/model_20121018_201916182.uvl,dataset_20/uvl/model_20121018_201916182.uvl,16,9,0.4375,0,1,0,4,0,3,FALSE
dataset_20/uvl/model_20121018_242475712.uvl,dataset_20/uvl/model_20121018_242475712.uvl,16,9,0.4375,0,1,0,4,0,3,FALSE
dataset_20/uvl/model_20121018_271963732.uvl,dataset_20/uvl/model_20121018_271963732.uvl,16,9,0.4375,0,1,0,4,0,3,FALSE
dataset_20/uvl/model_20121018_436901160.uvl,dataset_20/uvl/model_20121018_436901160.uvl,16,9,0.4375,0,1,0,4,0,3,FALSE
dataset_20/uvl/model_20121018_795335675.uvl,dataset_20/uvl/model_20121018_795335675.uvl,16,9,0.4375,0,1,0,4,0,3,FALSE
dataset_20/uvl/model_20121018_820869482.uvl,dataset_20/uvl/model_20121018_820869482.uvl,16,9,0.4375,0,1,0,4,0,3,FALSE
dataset_20/uvl/model_20121018_880874071.uvl,dataset_20/uvl/model_20121018_880874071.uvl,16,10,0.375,0,1,0,3,0,3,FALSE
dataset_20/uvl/model_20121019_1128529660.uvl,dataset_20/uvl/model_20121019_1128529660.uvl,14,10,0.285714,0,6,0,2,0,2,FALSE
dataset_20/uvl/model_20121023_1328975384.uvl,dataset_20/uvl/model_20121023_1328975384.uvl,14,8,0.428571,0,1,0,4,0,2,FALSE
dataset_20/uvl/model_20121023_356761254.uvl,dataset_20/uvl/model_20121023_356761254.uvl,12,6,0.5,0,0,0,6,0,0,FALSE
dataset_20/uvl/model_20121025_1453237615.uvl,dataset_20/uvl/model_20121025_1453237615.uvl,20,7,0.65,0,0,0,13,0,0,FALSE
dataset_20/uvl/model_20121025_1656878048.uvl,dataset_20/uvl/model_20121025_1656878048.uvl,26,15,0.423077,0,0,0,11,0,0,FALSE
dataset_20/uvl/model_20121026_334751192.uvl,dataset_20/uvl/model_20121026_334751192.uvl,28,21,0.25,0,0,0,6,0,1,FALSE
dataset_20/uvl/model_20121102_443205816.uvl,dataset_20/uvl/model_20121102_443205816.uvl,26,18,0.307692,0,4,0,4,0,4,FALSE
dataset_20/uvl/model_20121102_768518520.uvl,dataset_20/uvl/model_20121102_768518520.uvl,14,14,0,0,0,0,0,0,0,FALSE
dataset_20/uvl/model_20121106_1816491064.uvl,dataset_20/uvl/model_20121106_1816491064.uvl,23,12,0.478261,0,1,0,8,0,3,FALSE
dataset_20/uvl/model_20121123_1014773113.uvl,dataset_20/uvl/model_20121123_1014773113.uvl,16,6,0.625,1,1,0,5,0,5,FALSE
dataset_20/uvl/model_20121123_1047250318.uvl,dataset_20/uvl/model_20121123_1047250318.uvl,16,6,0.625,2,2,0,5,0,5,FALSE
dataset_20/uvl/model_20121123_1266693931.uvl,dataset_20/uvl/model_20121123_1266693931.uvl,16,8,0.5,0,1,0,3,0,5,FALSE
dataset_20/uvl/model_20121123_1445508018.uvl,dataset_20/uvl/model_20121123_1445508018.uvl,16,8,0.5,0,1,0,6,0,2,FALSE
dataset_20/uvl/model_20121123_1588832561.uvl,dataset_20/uvl/model_20121123_1588832561.uvl,16,5,0.6875,0,0,0,8,0,3,FALSE
dataset_20/uvl/model_20121123_1668268132.uvl,dataset_20/uvl/model_20121123_1668268132.uvl,13,8,0.384615,2,8,-3,3,0,2,FALSE
dataset_20/uvl/model_20121123_1672558767.uvl,dataset_20/uvl/model_20121123_1672558767.uvl,15,4,0.733333,2,1,0.5,9,0,2,TRUE
dataset_20/uvl/model_20121123_1692800929.uvl,dataset_20/uvl/model_20121123_1692800929.uvl,16,6,0.625,1,1,0,5,0,5,FALSE
dataset_20/uvl/model_20121123_1807427529.uvl,dataset_20/uvl/model_20121123_1807427529.uvl,17,4,0.764706,1,1,0,9,0,4,FALSE
dataset_20/uvl/model_20121123_2085968892.uvl,dataset_20/uvl/model_20121123_2085968892.uvl,17,6,0.647059,0,0,0,5,0,6,FALSE
dataset_20/uvl/model_20121123_388334786.uvl,dataset_20/uvl/model_20121123_388334786.uvl,16,6,0.625,2,2,0,5,0,5,FALSE
dataset_20/uvl/model_20121123_638033800.uvl,dataset_20/uvl/model_20121123_638033800.uvl,14,4,0.714286,0,0,0,7,0,3,FALSE
dataset_20/uvl/model_20121123_913179730.uvl,dataset_20/uvl/model_20121123_913179730.uvl,17,10,0.411765,1,6,-5,3,0,4,FALSE
dataset_20/uvl/model_20121212_1167666293.uvl,dataset_20/uvl/model_20121212_1167666293.uvl,15,4,0.733333,2,1,0.5,9,0,2,TRUE
dataset_20/uvl/model_20121212_425431925.uvl,dataset_20/uvl/model_20121212_425431925.uvl,16,9,0.4375,0,1,0,4,0,3,FALSE
dataset_20/uvl/model_20121213_681234650.uvl,dataset_20/uvl/model_20121213_681234650.uvl,33,21,0.363636,0,0,0,2,0,10,FALSE
dataset_20/uvl/model_20121214_211817376.uvl,dataset_20/uvl/model_20121214_211817376.uvl,14,11,0.214286,2,7,-2.5,3,0,0,FALSE
dataset_20/uvl/model_20121219_1714348674.uvl,dataset_20/uvl/model_20121219_1714348674.uvl,10,9,0.1,0,0,0,1,0,0,FALSE
dataset_20/uvl/model_20121219_629525870.uvl,dataset_20/uvl/model_20121219_629525870.uvl,18,6,0.666667,9,4,0.555556,8,0,4,TRUE
dataset_20/uvl/model_20130105_1019508207.uvl,dataset_20/uvl/model_20130105_1019508207.uvl,24,20,0.166667,4,5,-0.25,4,0,0,FALSE
dataset_20/uvl/model_20130106_749900457.uvl,dataset_20/uvl/model_20130106_749900457.uvl,21,17,0.190476,0,21,0,3,0,1,FALSE
dataset_20/uvl/model_20130115_768867592.uvl,dataset_20/uvl/model_20130115_768867592.uvl,11,4,0.636364,1,0,1,4,0,3,TRUE
dataset_20/uvl/model_20130116_1542765516.uvl,dataset_20/uvl/model_20130116_1542765516.uvl,10,5,0.5,0,0,0,5,0,0,FALSE
dataset_20/uvl/model_20130116_382639902.uvl,dataset_20/uvl/model_20130116_382639902.uvl,31,20,0.354839,9,32,-2.555556,6,0,5,FALSE
dataset_20/uvl/model_20130117_2075912065.uvl,dataset_20/uvl/model_20130117_2075912065.uvl,13,1,0.923077,5,0,1,6,6,0,TRUE
dataset_20/uvl/model_20130121_710180273.uvl,dataset_20/uvl/model_20130121_710180273.uvl,10,1,0.9,3,0,1,5,4,0,TRUE
dataset_20/uvl/model_20130122_1064508817.uvl,dataset_20/uvl/model_20130122_1064508817.uvl,12,2,0.833333,7,0,1,1,9,0,TRUE
dataset_20/uvl/model_20130122_243381566.uvl,dataset_20/uvl/model_20130122_243381566.uvl,14,11,0.214286,0,1,0,3,0,0,FALSE
dataset_20/uvl/model_20130122_92211527.uvl,dataset_20/uvl/model_20130122_92211527.uvl,11,6,0.454545,7,6,0.142857,1,2,2,TRUE
dataset_20/uvl/model_20130123_686198065.uvl,dataset_20/uvl/model_20130123_686198065.uvl,40,31,0.225,0,0,0,3,0,6,FALSE
dataset_20/uvl/model_20130125_189285641.uvl,dataset_20/uvl/model_20130125_189285641.uvl,18,6,0.666667,1,1,0,11,0,1,FALSE
dataset_20/uvl/model_20130219_1778040846.uvl,dataset_20/uvl/model_20130219_1778040846.uvl,40,32,0.2,0,0,0,4,0,4,FALSE
dataset_20/uvl/model_20130220_406091727.uvl,dataset_20/uvl/model_20130220_406091727.uvl,43,30,0.302326,5,9,-0.8,10,0,3,FALSE
dataset_20/uvl/model_20130224_1469220523.uvl,dataset_20/uvl/model_20130224_1469220523.uvl,10,6,0.4,0,1,0,1,0,3,FALSE
dataset_20/uvl/model_20130226_1908057354.uvl,dataset_20/uvl/model_20130226_1908057354.uvl,16,9,0.4375,3,10,-2.333333,5,0,2,FALSE
dataset_20/uvl/model_20130302_1361528923.uvl,dataset_20/uvl/model_20130302_1361528923.uvl,10,10,0,3,3,0,0,0,0,FALSE
dataset_20/uvl/model_20130302_379367837.uvl,dataset_20/uvl/model_20130302_379367837.uvl,10,7,0.3,1,1,0,2,0,1,FALSE
dataset_20/uvl/model_20130305_204544380.uvl,dataset_20/uvl/model_20130305_204544380.uvl,13,10,0.230769,2,2,0,2,0,1,FALSE
dataset_20/uvl/model_20130305_522520932.uvl,dataset_20/uvl/model_20130305_522520932.uvl,16,8,0.5,3,9,-2,5,0,3,FALSE
dataset_20/uvl/model_20130307_609838668.uvl,dataset_20/uvl/model_20130307_609838668.uvl,176,127,0.278409,4,20,-4,16,0,33,FALSE
dataset_20/uvl/model_20130309_1354780318.uvl,dataset_20/uvl/model_20130309_1354780318.uvl,11,4,0.636364,0,5,0,7,0,0,FALSE
dataset_20/uvl/model_20130311_1184229274.uvl,dataset_20/uvl/model_20130311_1184229274.uvl,11,7,0.363636,0,1,0,4,0,0,FALSE
dataset_20/uvl/model_20130324_1541392486.uvl,dataset_20/uvl/model_20130324_1541392486.uvl,51,33,0.352941,0,17,0,16,0,2,FALSE
dataset_20/uvl/model_20130410_2115212559.uvl,dataset_20/uvl/model_20130410_2115212559.uvl,11,3,0.727273,0,0,0,1,0,7,FALSE
dataset_20/uvl/model_20130414_861625706.uvl,dataset_20/uvl/model_20130414_861625706.uvl,15,10,0.333333,0,2,0,3,0,2,FALSE
dataset_20/uvl/model_20130418_1158438101.uvl,dataset_20/uvl/model_20130418_1158438101.uvl,19,13,0.315789,2,21,-9.5,5,0,1,FALSE
dataset_20/uvl/model_20130418_1960440366.uvl,dataset_20/uvl/model_20130418_1960440366.uvl,29,25,0.137931,4,6,-0.5,3,0,1,FALSE
dataset_20/uvl/model_20130422_1348727660.uvl,dataset_20/uvl/model_20130422_1348727660.uvl,19,14,0.263158,0,1,0,3,0,2,FALSE
dataset_20/uvl/model_20130422_139902368.uvl,dataset_20/uvl/model_20130422_139902368.uvl,40,20,0.5,0,0,0,15,0,5,FALSE
dataset_20/uvl/model_20130426_1685243628.uvl,dataset_20/uvl/model_20130426_1685243628.uvl,16,16,0,0,0,0,0,0,0,FALSE
dataset_20/uvl/model_20130508_1842381745.uvl,dataset_20/uvl/model_20130508_1842381745.uvl,16,8,0.5,0,1,0,6,0,2,FALSE
dataset_20/uvl/model_20130510_203163945.uvl,dataset_20/uvl/model_20130510_203163945.uvl,18,14,0.222222,0,5,0,4,0,0,FALSE
dataset_20/uvl/model_20130522_1326579656.uvl,dataset_20/uvl/model_20130522_1326579656.uvl,45,40,0.111111,0,4,0,5,0,0,FALSE
dataset_20/uvl/model_20130522_2044729096.uvl,dataset_20/uvl/model_20130522_2044729096.uvl,31,19,0.387097,0,8,0,11,0,1,FALSE
dataset_20/uvl/model_20130529_1162054266.uvl,dataset_20/uvl/model_20130529_1162054266.uvl,16,8,0.5,1,1,0,7,0,1,FALSE
dataset_20/uvl/model_20130529_1165512118.uvl,dataset_20/uvl/model_20130529_1165512118.uvl,10,7,0.3,0,0,0,3,0,0,FALSE
dataset_20/uvl/model_20130529_1187431770.uvl,dataset_20/uvl/model_20130529_1187431770.uvl,16,8,0.5,1,1,0,7,0,1,FALSE
dataset_20/uvl/model_20130529_167247656.uvl,dataset_20/uvl/model_20130529_167247656.uvl,16,8,0.5,1,1,0,7,0,1,FALSE
dataset_20/uvl/model_20130529_1911302663.uvl,dataset_20/uvl/model_20130529_1911302663.uvl,16,8,0.5,1,1,0,7,0,1,FALSE
dataset_20/uvl/model_20130529_2135483929.uvl,dataset_20/uvl/model_20130529_2135483929.uvl,16,9,0.4375,2,3,-0.5,6,0,1,FALSE
dataset_20/uvl/model_20130529_51708559.uvl,dataset_20/uvl/model_20130529_51708559.uvl,16,9,0.4375,2,3,-0.5,6,0,1,FALSE
dataset_20/uvl/model_20130529_552715089.uvl,dataset_20/uvl/model_20130529_552715089.uvl,17,10,0.411765,1,6,-5,7,0,0,FALSE
dataset_20/uvl/model_20130604_1500555803.uvl,dataset_20/uvl/model_20130604_1500555803.uvl,13,2,0.846154,0,0,0,11,0,0,FALSE
dataset_20/uvl/model_20130619_405989942.uvl,dataset_20/uvl/model_20130619_405989942.uvl,10,5,0.5,0,0,0,1,0,4,FALSE
dataset_20/uvl/model_20130621_2143921379.uvl,dataset_20/uvl/model_20130621_2143921379.uvl,29,24,0.172414,5,13,-1.6,5,0,0,FALSE
dataset_20/uvl/model_20130627_888588099.uvl,dataset_20/uvl/model_20130627_888588099.uvl,17,8,0.529412,0,2,0,8,0,1,FALSE
dataset_20/uvl/model_20130703_1107240012.uvl,dataset_20/uvl/model_20130703_1107240012.uvl,64,59,0.078125,2,47,-22.5,3,0,2,FALSE
dataset_20/uvl/model_20130716_384525556.uvl,dataset_20/uvl/model_20130716_384525556.uvl,17,10,0.411765,0,5,0,4,0,3,FALSE
dataset_20/uvl/model_20130722_443972122.uvl,dataset_20/uvl/model_20130722_443972122.uvl,12,8,0.333333,0,0,0,4,0,0,FALSE
dataset_20/uvl/model_20130725_1746580783.uvl,dataset_20/uvl/model_20130725_1746580783.uvl,16,13,0.1875,1,2,-1,2,0,1,FALSE
dataset_20/uvl/model_20130725_1929838118.uvl,dataset_20/uvl/model_20130725_1929838118.uvl,41,34,0.170732,0,41,0,1,0,6,FALSE
dataset_20/uvl/model_20130725_608010428.uvl,dataset_20/uvl/model_20130725_608010428.uvl,12,10,0.166667,0,0,0,1,0,1,FALSE
dataset_20/uvl/model_20130726_597280131.uvl,dataset_20/uvl/model_20130726_597280131.uvl,47,36,0.234043,7,38,-4.428571,2,0,9,FALSE
dataset_20/uvl/model_20130731_2029107317.uvl,dataset_20/uvl/model_20130731_2029107317.uvl,76,62,0.184211,0,18,0,14,0,0,FALSE
dataset_20/uvl/model_20130807_1787614695.uvl,dataset_20/uvl/model_20130807_1787614695.uvl,13,1,0.923077,0,0,0,12,0,0,FALSE
dataset_20/uvl/model_20130808_465499656.uvl,dataset_20/uvl/model_20130808_465499656.uvl,22,18,0.181818,0,0,0,2,0,2,FALSE
dataset_20/uvl/model_20130809_353548541.uvl,dataset_20/uvl/model_20130809_353548541.uvl,57,47,0.175439,0,5,0,8,0,2,FALSE
dataset_20/uvl/model_20130811_391981530.uvl,dataset_20/uvl/model_20130811_391981530.uvl,41,32,0.219512,11,17,-0.545455,4,0,5,FALSE
dataset_20/uvl/model_20130812_1882708509.uvl,dataset_20/uvl/model_20130812_1882708509.uvl,41,33,0.195122,10,16,-0.6,4,0,4,FALSE
dataset_20/uvl/model_20130812_690840910.uvl,dataset_20/uvl/model_20130812_690840910.uvl,30,25,0.166667,6,8,-0.333333,5,0,0,FALSE
dataset_20/uvl/model_20130815_1890929461.uvl,dataset_20/uvl/model_20130815_1890929461.uvl,56,45,0.196429,11,23,-1.090909,5,0,6,FALSE
dataset_20/uvl/model_20130818_278315719.uvl,dataset_20/uvl/model_20130818_278315719.uvl,10,7,0.3,0,0,0,2,0,1,FALSE
dataset_20/uvl/model_20130820_1465112187.uvl,dataset_20/uvl/model_20130820_1465112187.uvl,49,14,0.714286,0,0,0,35,0,0,FALSE
dataset_20/uvl/model_20130821_1446947208.uvl,dataset_20/uvl/model_20130821_1446947208.uvl,49,1,0.979592,0,0,0,48,0,0,FALSE
dataset_20/uvl/model_20130821_361829065.uvl,dataset_20/uvl/model_20130821_361829065.uvl,30,5,0.833333,0,0,0,25,0,0,FALSE
dataset_20/uvl/model_20130821_470005647.uvl,dataset_20/uvl/model_20130821_470005647.uvl,43,7,0.837209,0,0,0,36,0,0,FALSE
